"","Protein","Label","log2FC","SE","Tvalue","DF","pvalue","adj.pvalue","issue","MissingPercentage","ImputationPercentage"
"2530","sp|Q05580|YD266_YEAST","C2-C1",-0.0924910739751724,0.0924799918986023,-1.00011983215334,8,0.346538960942802,0.99885423695967,NA,0,0
"2531","sp|Q05583|CIAO1_YEAST","C2-C1",-0.406614636650772,0.687419317080991,-0.591508889184831,8,0.570511760268564,0.99885423695967,NA,0,0
"2532","sp|Q05584|GLO2_YEAST","C2-C1",-0.030174269231364,0.120602286816478,-0.250196493183257,8,0.808740711812253,0.99885423695967,NA,0,0
"2533","sp|Q05635|RNH2B_YEAST","C2-C1",0.0327260537288373,0.1319573270337,0.248004824472381,8,0.810377821806157,0.99885423695967,NA,0,0
"2534","sp|Q05636|RRP45_YEAST","C2-C1",-0.0693684217964513,0.0793734447348852,-0.873949997107325,8,0.407613935827806,0.99885423695967,NA,0,0
"2535","sp|Q05672|RBS1_YEAST","C2-C1",0.00622482571847121,0.187142606630765,0.0332624720288998,8,0.974280204685815,0.99885423695967,NA,0,0.0416666666666667
"2536","sp|Q05775|EIF3J_YEAST","C2-C1",0.0689294317539191,0.0742490526987967,0.928354359395568,8,0.380381242828183,0.99885423695967,NA,0,0
"2537","sp|Q05778|POC1_YEAST","C2-C1",0.228785231636237,0.128370323871557,1.78222835883121,8,0.112567077443014,0.99885423695967,NA,0,0
"2538","sp|Q05785|ENT2_YEAST","C2-C1",0.103787271118445,0.114532105785503,0.906184954922757,8,0.391313791096583,0.99885423695967,NA,0,0
"2539","sp|Q05787|HRD3_YEAST","C2-C1",0.333461562463768,0.221582990778715,1.50490595551525,8,0.170763436591917,0.99885423695967,NA,0.125,0.125
"2540","sp|Q05788|PNPH_YEAST","C2-C1",0.0495604370027522,0.0846247987734412,0.585649097204191,8,0.574256637303895,0.99885423695967,NA,0,0
"2541","sp|Q05791|CD123_YEAST","C2-C1",0.00408891416734919,0.143073348727856,0.0285791463169485,8,0.977900328577252,0.99885423695967,NA,0,0
"2542","sp|Q05812|MSC3_YEAST","C2-C1",-0.0952043862432926,0.161079122972644,-0.591041126164197,8,0.570810186462282,0.99885423695967,NA,0.0277777777777778,0.0277777777777778
"2543","sp|Q05854|YL278_YEAST","C2-C1",0.262191455450481,0.255730550301309,1.02526450258508,8,0.335237716873325,0.99885423695967,NA,0,0
"2544","sp|Q05874|NNT1_YEAST","C2-C1",0.109564212631917,0.126364620197698,0.86704816949953,8,0.411166168998733,0.99885423695967,NA,0,0
"2545","sp|Q05881|YL287_YEAST","C2-C1",-0.0505083881665028,0.144822298029845,-0.348761129008559,8,0.736269659137474,0.99885423695967,NA,0,0
"2546","sp|Q05892|YL290_YEAST","C2-C1",0.050656328938325,0.113009582948626,0.448248083185594,8,0.665865358528529,0.99885423695967,NA,0.0952380952380952,0.119047619047619
"2547","sp|Q05902|ECM38_YEAST","C2-C1",0.249124336145882,0.488312050732635,0.510174458672709,8,0.623703816158636,0.99885423695967,NA,0,0
"2548","sp|Q05905|HRI1_YEAST","C2-C1",0.0697883293221097,0.0785031027094326,0.888988166243831,8,0.399950065435982,0.99885423695967,NA,0.0128205128205128,0.0128205128205128
"2549","sp|Q05911|PUR8_YEAST","C2-C1",-0.0403621493812573,0.0930667460292126,-0.433690347018128,8,0.675970878860154,0.99885423695967,NA,0,0
"2550","sp|Q05926|GLRX8_YEAST","C2-C1",0.336631494630646,0.272505920674971,1.23531809436228,8,0.251757619665314,0.99885423695967,NA,0,0
"2551","sp|Q05931|HSP7Q_YEAST","C2-C1",-0.0474002103994354,0.0559019041235442,-0.84791763612703,8,0.421126861499059,0.99885423695967,NA,0,0
"2552","sp|Q05933|ARPC3_YEAST","C2-C1",0.0326303208495469,0.123937558121411,0.263280327159437,8,0.798988601659401,0.99885423695967,NA,0.166666666666667,0
"2553","sp|Q05934|VID22_YEAST","C2-C1",-0.110682661877129,0.118960558599595,-0.930414779319186,8,0.379376664600523,0.99885423695967,NA,0,0
"2554","sp|Q05942|RSA3_YEAST","C2-C1",0.0151008483475063,0.44319806904929,0.0340724597015943,8,0.973654161084863,0.99885423695967,NA,0,0
"2555","sp|Q05946|UTP13_YEAST","C2-C1",-0.103557989111744,0.0502181600586328,-2.06216215390674,8,0.0731140226357239,0.99885423695967,NA,0.00757575757575757,0.00757575757575758
"2556","sp|Q05948|YL225_YEAST","C2-C1",-0.14432071021171,0.180330334594682,-0.800312995237833,8,0.446642144563082,0.99885423695967,NA,0,0
"2557","sp|Q05979|KYNU_YEAST","C2-C1",-0.00273375835912412,0.0888535164459528,-0.0307670249695407,8,0.976209065695094,0.99885423695967,NA,0,0.0303030303030303
"2558","sp|Q06010|STE23_YEAST","C2-C1",0.0524455667961566,0.0567541249391816,0.924083788664839,8,0.382469622674168,0.99885423695967,NA,0.0138888888888888,0.0138888888888889
"2559","sp|Q06011|ECM19_YEAST","C2-C1",0.108949955862526,0.283079443810773,0.384874134256654,8,0.71036080891807,0.99885423695967,NA,0,0
"2560","sp|Q06053|DUS3_YEAST","C2-C1",-0.118131229306995,0.120260761755325,-0.982292375191648,8,0.354725745020995,0.99885423695967,NA,0,0
"2561","sp|Q06078|UTP21_YEAST","C2-C1",0.0225759225019877,0.0972214731977311,0.232211277606053,8,0.822204010053483,0.99885423695967,NA,0.0277777777777778,0.0416666666666667
"2562","sp|Q06096|COG4_YEAST","C2-C1",0.023640303547023,0.171062876349091,0.138196574567002,8,0.893500271019562,0.99885423695967,NA,0,0.0277777777777778
"2563","sp|Q06103|RPN7_YEAST","C2-C1",0.00552969776046713,0.0727662034459558,0.0759926655315211,8,0.941290983982182,0.99885423695967,NA,0,0
"2564","sp|Q06106|MRD1_YEAST","C2-C1",-0.0497171255437176,0.0988087563476134,-0.503165178689333,8,0.628406525322081,0.99885423695967,NA,0.0144927536231884,0.0144927536231884
"2565","sp|Q06107|YP114_YEAST","C2-C1",0.31923070459951,0.0894453650615638,3.56900219904954,8,0.00730428033343888,0.99885423695967,NA,0.0833333333333334,0.0833333333333333
"2566","sp|Q06108|RGC1_YEAST","C2-C1",-0.019540281808747,0.264737977491021,-0.0738098930645858,8,0.942973818453688,0.99885423695967,NA,0.0238095238095238,0.0238095238095238
"2567","sp|Q06116|YP117_YEAST","C2-C1",0.172397054158416,0.381065479927309,0.452407954116709,8,0.662990879284462,0.99885423695967,NA,0,0
"2568","sp|Q06132|SGD1_YEAST","C2-C1",-0.189576257755066,0.207567526783757,-0.913323296242606,8,0.387768908927632,0.99885423695967,NA,0,0
"2569","sp|Q06142|IMB1_YEAST","C2-C1",-0.0196960096594231,0.0853386329504447,-0.23079827949506,8,0.823264473362705,0.99885423695967,NA,0.0083333333333333,0.0166666666666667
"2570","sp|Q06143|DIC1_YEAST","C2-C1",0.120618418106525,0.0707612781754114,1.70458224069274,8,0.126671084823261,0.99885423695967,NA,0,0
"2571","sp|Q06146|YL257_YEAST","C2-C1",-0.0271415045453501,0.0833478922430134,-0.325641162780877,8,0.753049960740353,0.99885423695967,NA,0,0
"2572","sp|Q06151|DCPS_YEAST","C2-C1",-0.00858620229061453,0.0491628782751617,-0.174648079849151,8,0.865695180941355,0.99885423695967,NA,0,0
"2573","sp|Q06156|CND1_YEAST","C2-C1",0.0149208816415217,0.155779438739193,0.0957820991158036,8,0.926049497213927,0.99885423695967,NA,0,0
"2574","sp|Q06168|SFH1_YEAST","C2-C1",0.0705783614596805,0.0926067969074992,0.762129388085607,8,0.467854804227985,0.99885423695967,NA,0,0
"2575","sp|Q06169|PEX30_YEAST","C2-C1",0.0341537421352336,0.06289359921635,0.543040032066647,8,0.601899971219241,0.99885423695967,NA,0,0
"2576","sp|Q06178|NMA1_YEAST","C2-C1",0.0349902363228481,0.161854762426745,0.216182927201073,8,0.834255655932485,0.99885423695967,NA,0,0
"2577","sp|Q06179|FMP27_YEAST","C2-C1",0.0742908193891011,0.115416720117542,0.643674671342609,8,0.537797417661604,0.99885423695967,NA,0,0
"2578","sp|Q06188|YL455_YEAST","C2-C1",0.283366077080984,0.146496629877397,1.93428393075072,8,0.0891293995789528,0.99885423695967,NA,0,0
"2579","sp|Q06205|FKBP4_YEAST","C2-C1",-0.0335671076427055,0.0894526650149397,-0.375249945176026,8,0.717228225961693,0.99885423695967,NA,0,0
"2580","sp|Q06213|MED10_YEAST","C2-C1",0.327843975751401,0.350116909006719,0.936384297123763,8,0.376477192040698,0.99885423695967,NA,0,0
"2581","sp|Q06214|JIP5_YEAST","C2-C1",-0.0953977269457245,0.107829310205913,-0.884710537084498,8,0.402119462917269,0.99885423695967,NA,0,0
"2582","sp|Q06218|DBP9_YEAST","C2-C1",0.0284576622312568,0.0735188108138549,0.387080012805292,8,0.708790716186628,0.99885423695967,NA,0.00641025641025639,0.00641025641025641
"2583","sp|Q06224|YSH1_YEAST","C2-C1",-0.109212943044657,0.0668119493002138,-1.63463189127918,8,0.140766388104916,0.99885423695967,NA,0,0
"2584","sp|Q06245|SEC10_YEAST","C2-C1",0.00144524619066126,0.100849757612689,0.0143306858129664,8,0.988917102415949,0.99885423695967,NA,0.0416666666666666,0.0416666666666667
"2585","sp|Q06251|YL177_YEAST","C2-C1",-0.111590006220005,0.208716320530498,-0.534649163689618,8,0.607427555159002,0.99885423695967,NA,0,0
"2586","sp|Q06252|YL179_YEAST","C2-C1",0.00659488363482911,0.0456903148479474,0.14433876537678,8,0.888802882327535,0.99885423695967,NA,0,0
"2587","sp|Q06263|VTA1_YEAST","C2-C1",-0.124971759650226,0.206724111765584,-0.604534026451347,8,0.562237779360223,0.99885423695967,NA,0,0
"2588","sp|Q06287|NEP1_YEAST","C2-C1",0.0347356728587482,0.0839732588131302,0.413651599922389,8,0.689995876527299,0.99885423695967,NA,0,0
"2589","sp|Q06315|SKG3_YEAST","C2-C1",0.190548014073781,0.17353478779716,1.09803928360754,8,0.304133154060801,0.99885423695967,NA,0,0
"2590","sp|Q06321|ATG26_YEAST","C2-C1",0.0636965298714283,0.0801682015676954,0.7945360956818,8,0.449808952135315,0.99885423695967,NA,0,0
"2591","sp|Q06324|MMR1_YEAST","C2-C1",0.63530155939171,0.766778162774887,0.828533714487411,8,0.431391017959961,0.99885423695967,NA,0,0
"2592","sp|Q06336|GGA1_YEAST","C2-C1",-0.0764049896405718,0.0694940695708464,-1.09944618457953,8,0.303555071454142,0.99885423695967,NA,0.0138888888888888,0.0138888888888889
"2593","sp|Q06338|BCP1_YEAST","C2-C1",-0.074434185976192,0.0616670077418168,-1.20703417762425,8,0.261894348816957,0.99885423695967,NA,0,0
"2594","sp|Q06344|ESF1_YEAST","C2-C1",0.0230831030921706,0.136802553958658,0.168732983589957,8,0.870194806000663,0.99885423695967,NA,0,0.0138888888888889
"2595","sp|Q06385|VPS74_YEAST","C2-C1",-0.00996443620394298,0.112229466074422,-0.0887862746966589,8,0.931434198579196,0.99885423695967,NA,0,0
"2596","sp|Q06389|NCS1_YEAST","C2-C1",0.00296153448887935,0.283599894995201,0.0104426501601119,8,0.991923839943981,0.99885423695967,NA,0,0
"2597","sp|Q06405|ATPK_YEAST","C2-C1",-0.0452763862760618,0.269551014189818,-0.167969638000242,8,0.87077585501363,0.99885423695967,NA,0,0
"2598","sp|Q06406|LSM6_YEAST","C2-C1",-0.0195210092019667,0.13055330933438,-0.149525196270349,8,0.88484006325259,0.99885423695967,NA,0,0
"2599","sp|Q06407|RGA2_YEAST","C2-C1",-0.390102632083976,0.440929896344728,-0.88472710813645,8,0.402111042651972,0.99885423695967,NA,0,0
"2600","sp|Q06408|ARO10_YEAST","C2-C1",-0.0015665818295203,0.0570496925143186,-0.0274599522009188,8,0.978765528912407,0.99885423695967,NA,0,0
"2601","sp|Q06410|ATG17_YEAST","C2-C1",0.20357234592382,0.444621239916296,0.4578556480166,8,0.659235482648648,0.99885423695967,NA,0.0555555555555556,0.0555555555555556
"2602","sp|Q06436|MAG2_YEAST","C2-C1",0.276530976473497,0.862384036370372,0.320658737651694,8,0.756684908837906,0.99885423695967,NA,0,0
"2603","sp|Q06440|CORO_YEAST","C2-C1",0.0110138933427695,0.0661518312284976,0.166494156521926,8,0.871899209296943,0.99885423695967,NA,0.0217391304347826,0.0217391304347826
"2604","sp|Q06449|PIN3_YEAST","C2-C1",-0.0457617874844,0.148090733357261,-0.309011823001795,8,0.765206996316382,0.99885423695967,NA,0,0
"2605","sp|Q06451|TPO3_YEAST","C2-C1",-0.283703980470106,0.327882557759467,-0.865260971515995,8,0.412089578760654,0.99885423695967,NA,0.0555555555555556,0.0555555555555556
"2606","sp|Q06488|RSC2_YEAST","C2-C1",0.0231646555071348,0.0940258333879462,0.246364798613999,8,0.811603521805878,0.99885423695967,NA,0,0
"2607","sp|Q06489|MTNA_YEAST","C2-C1",-0.0312929084235192,0.0625562728069756,-0.500236139708594,8,0.630377072200919,0.99885423695967,NA,0,0
"2608","sp|Q06493|YLH47_YEAST","C2-C1",-0.0621196098212219,0.0720153396774949,-0.86258858320201,8,0.413473091460143,0.99885423695967,NA,0,0
"2609","sp|Q06494|PLR1_YEAST","C2-C1",-0.0261523624857336,0.0930103195404777,-0.281176998584036,8,0.785710106357129,0.99885423695967,NA,0.0476190476190477,0.0476190476190476
"2610","sp|Q06497|ANT1_YEAST","C2-C1",-0.0786421816634318,0.112901449950716,-0.696555993725152,8,0.505812045399877,0.99885423695967,NA,0,0
"2611","sp|Q06504|NAT3_YEAST","C2-C1",-0.702132195027705,0.323926007476291,-2.16756968820757,8,0.0620531063917951,0.99885423695967,NA,0,0
"2612","sp|Q06505|IWS1_YEAST","C2-C1",-0.0869880308684858,0.0771256558018336,-1.1278741161306,8,0.292060688800656,0.99885423695967,NA,0,0
"2613","sp|Q06506|RRP9_YEAST","C2-C1",-0.108887100726265,0.0504678773496931,-2.15755261454299,8,0.0630292851978056,0.99885423695967,NA,0,0
"2614","sp|Q06508|LOA1_YEAST","C2-C1",-0.0156871647545551,0.0468575987011932,-0.334783795784986,8,0.746396994705289,0.99885423695967,NA,0,0
"2615","sp|Q06511|RRP15_YEAST","C2-C1",0.0983826062947962,0.0535162686909881,1.83836819534026,8,0.103303540538828,0.99885423695967,NA,0,0
"2616","sp|Q06512|NOC4_YEAST","C2-C1",-0.247261411845179,0.420520784838914,-0.587988562657839,8,0.572759861345837,0.99885423695967,NA,0,0
"2617","sp|Q06523|YP148_YEAST","C2-C1",-0.0286526412239347,0.0771052903680166,-0.371604089514198,8,0.719836961410616,0.99885423695967,NA,0,0
"2618","sp|Q06538|CSC1_YEAST","C2-C1",-0.0869248484485529,0.135564818336868,-0.641205067177175,8,0.539320485548562,0.99885423695967,NA,0,0
"2619","sp|Q06549|CDD_YEAST","C2-C1",-0.0670824390797501,0.105312030813919,-0.63698742262678,8,0.541927584171322,0.99885423695967,NA,0,0
"2620","sp|Q06604|BSP1_YEAST","C2-C1",0.0233434921498653,0.354427284398413,0.0658625709064337,8,0.949103410108056,0.99885423695967,NA,0,0
"2621","sp|Q06608|PDXH_YEAST","C2-C1",-0.00454611842034681,0.0934166801637373,-0.0486649537574932,8,0.962379324850463,0.99885423695967,NA,0,0
"2622","sp|Q06616|YP174_YEAST","C2-C1",-0.158967693799316,0.344206896388256,-0.461837619952869,8,0.656496971476122,0.99885423695967,NA,0,0
"2623","sp|Q06623|HDA3_YEAST","C2-C1",-0.113404330433212,0.217720185820715,-0.520871916426696,8,0.616561919048769,0.99885423695967,NA,0,0
"2624","sp|Q06624|RHC31_YEAST","C2-C1",-0.00849582495202765,0.0707496205683058,-0.120082975481477,8,0.907378418297105,0.99885423695967,NA,0,0
"2625","sp|Q06625|GDE_YEAST","C2-C1",0.0693036831081971,0.0630263010217468,1.09959940508462,8,0.303492167303567,0.99885423695967,NA,0,0
"2626","sp|Q06629|HDA2_YEAST","C2-C1",-0.167291629289003,0.219823233764866,-0.76102796971837,8,0.468476484445939,0.99885423695967,NA,0.0555555555555556,0.0555555555555556
"2627","sp|Q06630|MHR1_YEAST","C2-C1",-0.0454965311931418,0.0783157223030147,-0.580937388499199,8,0.577277874648488,0.99885423695967,NA,0,0
"2628","sp|Q06631|BFR2_YEAST","C2-C1",-0.0076068368376059,0.059542647851204,-0.127754426652561,8,0.90149632743037,0.99885423695967,NA,0.00793650793650791,0.00793650793650794
"2629","sp|Q06632|CFT1_YEAST","C2-C1",-0.0340066125017456,0.0682542982375932,-0.498234006939294,8,0.631725846040389,0.99885423695967,NA,0,0
"2630","sp|Q06639|RSC3_YEAST","C2-C1",-0.0278094705372062,0.0634105448975897,-0.438562238853483,8,0.672581043949957,0.99885423695967,NA,0,0
"2631","sp|Q06668|OMS1_YEAST","C2-C1",-0.242539008265457,1.05651723442431,-0.229564649172634,8,0.824190636248761,0.99885423695967,NA,0,0
"2632","sp|Q06672|TSR2_YEAST","C2-C1",-0.0740416315761631,0.191928026828223,-0.385778110679119,8,0.709717201132991,0.99885423695967,NA,0,0
"2633","sp|Q06673|ECM30_YEAST","C2-C1",0.0378039764885666,0.425527363002421,0.0888402950678203,8,0.931392604198195,0.99885423695967,NA,0,0
"2634","sp|Q06677|SWA2_YEAST","C2-C1",0.0026991774961203,0.0885226002478368,0.0304913941588183,8,0.976422125567057,0.99885423695967,NA,0,0
"2635","sp|Q06678|RM35_YEAST","C2-C1",-0.0764260990414112,0.0737544241593881,-1.03622392707249,8,0.330401624289304,0.99885423695967,NA,0,0
"2636","sp|Q06679|UTP4_YEAST","C2-C1",-0.0070916107677627,0.0361136905592721,-0.196369040603134,8,0.849217953428691,0.99885423695967,NA,0,0
"2637","sp|Q06680|CND3_YEAST","C2-C1",0.0806495774109184,0.187486347301299,0.430162401539088,8,0.678430527507931,0.99885423695967,NA,0,0
"2638","sp|Q06681|YSP2_YEAST","C2-C1",-0.656705874189012,0.588838935831491,-1.11525552103936,8,0.29711908220254,0.99885423695967,NA,0,0
"2639","sp|Q06682|UBX5_YEAST","C2-C1",-0.172419925784559,0.0905005838330645,-1.90518025941801,8,0.0932210037027172,0.99885423695967,NA,0,0
"2640","sp|Q06685|VIP1_YEAST","C2-C1",0.0435678290432476,0.062710579427016,0.694744482371635,8,0.506887674080998,0.99885423695967,NA,0.0102040816326531,0.0136054421768707
"2641","sp|Q06689|YL413_YEAST","C2-C1",-0.107223391269439,0.123328738480039,-0.869411238539459,8,0.409947475399498,0.99885423695967,NA,0,0.00980392156862745
"2642","sp|Q06696|VPS36_YEAST","C2-C1",-0.0596136748894946,0.751726123776051,-0.0793023855417512,8,0.938739917389448,0.99885423695967,NA,0,0
"2643","sp|Q06697|CDC73_YEAST","C2-C1",0.0778833961440653,0.0576803583302777,1.35025853511702,8,0.213887308023272,0.99885423695967,NA,0,0
"2644","sp|Q06698|YL419_YEAST","C2-C1",0.0529776032950887,0.09008271652788,0.588099530487544,8,0.572688919872044,0.99885423695967,NA,0,0
"2645","sp|Q06704|IMH1_YEAST","C2-C1",-0.112442250765267,0.0847551517072044,-1.32667157689376,8,0.221235323194825,0.99885423695967,NA,0.00793650793650791,0.00793650793650794
"2646","sp|Q06705|CSR1_YEAST","C2-C1",-0.0516719895926457,0.0717913158850634,-0.719752646341955,8,0.492166097585438,0.99885423695967,NA,0,0
"2647","sp|Q06706|ELP1_YEAST","C2-C1",0.0390357352495205,0.0423674359764933,0.921361756967748,8,0.383805121529382,0.99885423695967,NA,0.00952380952380949,0.019047619047619
"2648","sp|Q06708|VAC14_YEAST","C2-C1",0.0271218548110467,0.120290654601878,0.225469342575373,8,0.827267331297132,0.99885423695967,NA,0,0.0166666666666667
"2649","sp|Q06709|REH1_YEAST","C2-C1",-0.0581983821155516,0.0812279510094642,-0.716482213231879,8,0.494075613626722,0.99885423695967,NA,0,0
"2650","sp|Q06817|SYG2_YEAST","C2-C1",0.107461976910034,0.103701476280236,1.03626274923643,8,0.330384589518983,0.99885423695967,NA,0,0
"2651","sp|Q06833|YP091_YEAST","C2-C1",0.0368118414395841,0.0486870514282942,0.756091000782831,8,0.471269804472146,0.99885423695967,NA,0,0
"2652","sp|Q06839|YP097_YEAST","C2-C1",-0.0773787886113161,0.0570057564605969,-1.35738552412336,8,0.211708791884557,0.99885423695967,NA,0,0.0238095238095238
"2653","sp|Q06892|POS5_YEAST","C2-C1",-0.125542546294551,0.0766233253864861,-1.63843771673074,8,0.139963772523418,0.99885423695967,NA,0,0
"2654","sp|Q06991|PUN1_YEAST","C2-C1",-0.126869650036579,0.379258708309172,-0.334520071014834,8,0.746588590132442,0.99885423695967,NA,0,0
"2655","sp|Q07362|PBP4_YEAST","C2-C1",-0.0544898942703692,0.1487813934693,-0.366241322249833,8,0.7236813058106,0.99885423695967,NA,0,0
"2656","sp|Q07381|TSR1_YEAST","C2-C1",-0.0165934924807937,0.118906190623339,-0.139551123400775,8,0.892463955523366,0.99885423695967,NA,0,0.0119047619047619
"2657","sp|Q07395|SYO1_YEAST","C2-C1",-0.0184475977062349,0.0691811332972771,-0.266656483162311,8,0.79647816673309,0.99885423695967,NA,0,0
"2658","sp|Q07418|PEX19_YEAST","C2-C1",-0.207526656434227,0.103143605258393,-2.01201670151375,8,0.0790307577251257,0.99885423695967,NA,0,0
"2659","sp|Q07442|BDF2_YEAST","C2-C1",-0.739400357020853,0.703137457858017,-1.05157298726952,8,0.323719523647735,0.99885423695967,NA,0.0555555555555556,0.0555555555555556
"2660","sp|Q07451|YET3_YEAST","C2-C1",-0.110598948137815,0.143431347168406,-0.771093281358908,8,0.46281562242987,0.99885423695967,NA,0,0
"2661","sp|Q07454|YD073_YEAST","C2-C1",0.253082778946725,0.412341564318289,0.613769750243682,8,0.556413198980386,0.99885423695967,NA,0,0
"2662","sp|Q07457|BRE1_YEAST","C2-C1",-0.0791189226768184,0.101513913541038,-0.779389936974833,8,0.458183920438051,0.99885423695967,NA,0,0
"2663","sp|Q07458|RXT3_YEAST","C2-C1",-0.392993186677706,0.27584970179909,-1.42466417079521,8,0.192074086910382,0.99885423695967,NA,0,0
"2664","sp|Q07468|VAM6_YEAST","C2-C1",0.0945097599680004,0.157308901822256,0.600790920750229,8,0.564608406790915,0.99885423695967,NA,0,0
"2665","sp|Q07471|THI3_YEAST","C2-C1",0.237722183743357,0.646553208686713,0.367676133301112,8,0.72265192593417,0.99885423695967,NA,0.0555555555555556,0.111111111111111
"2666","sp|Q07478|SUB2_YEAST","C2-C1",-0.00389702463325082,0.0716256886174048,-0.0544081977915373,8,0.957944148052231,0.99885423695967,NA,0,0
"2667","sp|Q07505|DLHH_YEAST","C2-C1",0.00887227824748397,0.138364601497876,0.0641224572718491,8,0.950446017391818,0.99885423695967,NA,0,0
"2668","sp|Q07508|LUC7_YEAST","C2-C1",0.51184102928276,1.01040880988594,0.506568256605501,8,0.626121037828832,0.99885423695967,NA,0,0
"2669","sp|Q07527|TRM3_YEAST","C2-C1",-0.0144315494468564,0.10161997890274,-0.142014883320029,8,0.890579588406512,0.99885423695967,NA,0.00555555555555554,0.00555555555555556
"2670","sp|Q07533|CYK3_YEAST","C2-C1",-0.213139534760654,0.247759866518988,-0.860266586978966,8,0.414677872297868,0.99885423695967,NA,0,0
"2671","sp|Q07540|FRDA_YEAST","C2-C1",-0.221084859854937,0.101762267699556,-2.1725622360114,8,0.0615721547955663,0.99885423695967,NA,0,0
"2672","sp|Q07541|YD121_YEAST","C2-C1",-0.0314270146667663,0.223974657873029,-0.140315047091543,8,0.891879602414101,0.99885423695967,NA,0,0
"2673","sp|Q07551|KAR_YEAST","C2-C1",-0.0237807412971369,0.0353721275992622,-0.672301693767296,8,0.520332369220176,0.99885423695967,NA,0.00641025641025639,0.00641025641025641
"2674","sp|Q07589|YD144_YEAST","C2-C1",0.088026469192743,0.20896842306025,0.421242922273301,8,0.684667363626553,0.99885423695967,NA,0,0
"2675","sp|Q07622|ACK1_YEAST","C2-C1",0.664529376120494,0.320197866677255,2.07537102922147,8,0.0716287015417221,0.99885423695967,NA,0,0
"2676","sp|Q07623|NOP6_YEAST","C2-C1",-0.0745726359326767,0.13927948840861,-0.535417216021788,8,0.606920464990178,0.99885423695967,NA,0.0128205128205128,0.0128205128205128
"2677","sp|Q07648|DTD_YEAST","C2-C1",-0.271686541320397,0.15030114549823,-1.80761457552296,8,0.108284997891773,0.99885423695967,NA,0,0
"2678","sp|Q07655|WHI4_YEAST","C2-C1",-0.134310992130952,0.0843152571872746,-1.59296189813702,8,0.149834154732247,0.99885423695967,NA,0.0555555555555556,0.0925925925925926
"2679","sp|Q07657|SHS1_YEAST","C2-C1",-0.0452349850950938,0.0385496786740931,-1.17342054852181,8,0.274376921687172,0.99885423695967,NA,0,0
"2680","sp|Q07688|YPD1_YEAST","C2-C1",-0.103702681794634,0.126080003738827,-0.822514901010413,8,0.434613158681056,0.99885423695967,NA,0,0
"2681","sp|Q07716|AIM6_YEAST","C2-C1",0.0269241561554816,0.102568552436,0.262499133662647,8,0.799569835660062,0.99885423695967,NA,0.0476190476190477,0.0476190476190476
"2682","sp|Q07800|PSR1_YEAST","C2-C1",-0.748696054219152,0.568799676683417,-1.31627369865026,8,0.224542653128767,0.99885423695967,NA,0.111111111111111,0.111111111111111
"2683","sp|Q07804|YEH1_YEAST","C2-C1",-0.147603100004236,0.727405649513607,-0.202917175722974,8,0.844265649710736,0.99885423695967,NA,0,0
"2684","sp|Q07807|PUF3_YEAST","C2-C1",0.0190240370903812,0.0749934047543678,0.253676135290726,8,0.806143585832592,0.99885423695967,NA,0,0
"2685","sp|Q07824|TPO1_YEAST","C2-C1",-0.0835941588339789,0.183182960357517,-0.45634243856977,8,0.660277596732456,0.99885423695967,NA,0,0
"2686","sp|Q07825|FRA1_YEAST","C2-C1",0.0636523754254728,0.062898916882441,1.01197887945257,8,0.341173170058588,0.99885423695967,NA,0,0
"2687","sp|Q07834|YL032_YEAST","C2-C1",0.214883849984492,0.131625637873225,1.63253795731997,8,0.141209779964762,0.99885423695967,NA,0,0
"2688","sp|Q07844|RIX7_YEAST","C2-C1",0.0187111002245883,0.0890867295613863,0.210032406809761,8,0.838892806044576,0.99885423695967,NA,0,0
"2689","sp|Q07845|GRC3_YEAST","C2-C1",0.00326348246637739,0.306899621838452,0.0106337128955318,8,0.991776081629087,0.99885423695967,NA,0.0833333333333334,0.0833333333333333
"2690","sp|Q07878|VPS13_YEAST","C2-C1",-0.0213130045318088,0.0598626035045945,-0.356032034760616,8,0.731022950828588,0.99885423695967,NA,0,0
"2691","sp|Q07896|NOC3_YEAST","C2-C1",-0.110203871626837,0.0941784908128119,-1.17015966889804,8,0.275613352781318,0.99885423695967,NA,0,0
"2692","sp|Q07897|CMS1_YEAST","C2-C1",0.0040847216102994,0.144720264168612,0.0282249457860328,8,0.978174142306324,0.99885423695967,NA,0,0
"2693","sp|Q07914|TIM14_YEAST","C2-C1",-0.0238958365517404,0.143365715400852,-0.166677482722612,8,0.871759617445595,0.99885423695967,NA,0,0
"2694","sp|Q07915|RLP24_YEAST","C2-C1",0.0689392316623493,0.0865629365804488,0.796405879764481,8,0.448782301305694,0.99885423695967,NA,0,0
"2695","sp|Q07938|MTAP_YEAST","C2-C1",0.00403747424488229,0.0786689480639285,0.0513223367573357,8,0.960326997649004,0.99885423695967,NA,0,0
"2696","sp|Q07950|YEH2_YEAST","C2-C1",0.0287748494715971,0.104603326328246,0.275085415365295,8,0.790221656391338,0.99885423695967,NA,0.0714285714285714,0.0714285714285714
"2697","sp|Q07951|POC3_YEAST","C2-C1",-0.0270982673325942,0.453585439242027,-0.0597423660201203,8,0.953826269216098,0.99885423695967,NA,0,0
"2698","sp|Q07953|SDO1_YEAST","C2-C1",-0.171379114437248,0.0916578522929505,-1.86977013043572,8,0.0984417702464455,0.99885423695967,NA,0,0
